DJI_0001 H_12.83332_8.55554
10294 -5.68456 -0.89442
10296 2.14315 -3.87391
10309 5.06069 1.47916
10310 -2.81713 2.85160
10311 1.80757 2.80790
10312 -1.13212 2.74345
10313 0.86874 2.70593
10314 -4.96174 2.57494
10315 5.08644 2.04606
10316 5.22038 1.98206
10317 5.62940 1.75793
10318 2.85858 1.47037
10319 1.82490 1.34285
10320 -2.97168 0.10008
10321 -6.11873 2.39141
10322 -5.69280 2.52338
10323 -5.27967 4.02243
10324 -5.80765 3.60886
10325 -6.11267 3.02579
10326 -5.58686 2.40211
10327 5.63726 3.19925
10328 0.87771 4.26457
10329 -5.69858 4.26119
10330 -4.90497 4.22667
10331 -4.48830 4.19175
10332 -1.89243 4.18503
10333 -5.99590 4.04445
10334 -0.90899 3.96215
10335 -3.05719 3.76444
10336 3.91809 3.62580
10337 1.31984 3.53026
10338 3.09119 3.41069
10339 4.31756 3.18539
10340 1.89300 3.05659
10341 2.68579 2.99414
10342 -5.30126 2.94715
10343 -0.87808 2.88378
10344 -3.81187 2.80810
10345 -6.40523 2.10624
10346 -5.80593 2.05999
10347 -4.26571 1.89168
10348 -2.81800 1.87667
10349 4.77537 1.71264
10350 -3.90959 1.65774
10351 2.71051 1.54075
10352 -3.47866 1.36011
-99
DJI_0204 H_12.83332_8.55554
1459 -5.20638 -3.88835
4311 -4.69629 -3.85558
6007 -0.74112 -3.48027
6008 1.15478 -0.98937
6010 -0.49801 -4.12904
6028 0.37736 -1.64466
6040 1.51590 -2.59697
6057 -0.79586 -3.87479
6058 0.51710 -3.92584
6061 -2.47358 -4.11344
6074 2.09637 -0.77329
6075 -0.77997 -3.46546
6081 -3.60219 -4.09554
6091 -4.66952 -3.78282
6092 -2.98575 -3.48298
6096 0.82350 -2.02670
6100 -4.87691 -3.96748
6146 0.23668 -1.41677
6153 -2.39124 -2.11515
6158 -2.37290 -4.25930
6171 0.40546 -2.74453
6200 1.10070 -0.71601
6206 -1.09796 2.85055
6217 -0.32976 -4.01755
8684 -5.71445 -0.84076
8686 -5.03285 -0.34801
8710 -1.04477 -2.06373
8716 -1.04566 -0.92006
8717 2.25939 1.22257
8725 -5.17816 0.52449
8744 4.45546 -1.06808
8746 3.62120 -0.78157
8752 3.82064 -0.28113
8754 4.67613 -0.07547
8756 3.66996 -1.25154
8759 3.70478 -0.67286
8760 0.99823 -3.22143
8761 3.25650 -0.46579
8763 3.66996 -1.25154
8764 0.45823 -3.71105
8769 4.64871 -0.55519
8773 -0.50700 -2.98133
8791 0.83655 -2.45521
8792 4.63212 0.20652
8794 4.11104 0.67033
8797 0.10835 1.90235
8799 -5.28471 0.27388
8800 -5.85614 0.50100
8813 2.72542 -3.27599
8814 3.38503 -3.15114
8817 4.55993 -2.20459
8836 5.66131 -2.16815
8840 4.82901 -2.09659
8867 1.91229 -0.57207
8880 5.60028 -3.21105
8883 4.44581 -3.19660
8890 3.46010 -0.18555
8896 5.56534 -2.25108
8899 -1.94484 -3.97054
8901 -5.11158 -2.46510
8984 4.12059 -3.88123
10238 2.90663 -3.52016
10239 -3.99415 -3.67950
10240 -2.99118 -3.46905
10242 -3.96368 -3.09640
10251 -4.75867 -1.47523
10252 2.60342 -2.22858
10253 6.02481 -1.66939
10259 -2.56365 -1.92845
10260 6.16026 -2.06616
10261 -3.70810 -1.66189
10262 -3.36003 -1.47524
10266 -3.04524 -1.87684
10267 -5.06891 -1.92616
10268 1.69341 -2.20646
10269 -2.14347 -2.92969
10273 2.04969 -4.11437
10277 3.48382 -1.23783
10278 -5.25464 -2.33511
10279 5.99031 -0.29854
10281 5.67366 -0.16068
10285 0.85768 -0.50001
10290 0.87391 -0.84745
10291 -2.24329 -1.16703
10292 -2.21387 -1.54996
10293 -2.15364 -1.54347
10294 -5.36152 -2.34068
10309 5.50579 0.12581
10315 5.53169 0.69334
10316 5.66633 0.63334
10317 6.07845 0.40083
10318 3.28334 0.10003
10319 2.23813 -0.03289
10320 -2.61308 -1.31195
10321 -5.87427 1.01175
10322 -5.43790 1.14859
10323 -5.04440 2.68334
10324 -5.57912 2.26052
10325 -5.87749 1.66235
10326 -5.32572 1.01842
10327 6.08904 1.85100
10328 1.24337 2.94310
10329 -5.47766 2.93138
10330 -4.66252 2.89383
10331 -4.23379 2.86067
10332 -1.56693 2.86623
10333 -5.77792 2.70230
10334 -0.56001 2.62127
10335 -2.75541 2.42285
10336 4.35542 2.29466
10337 1.70324 2.19334
10338 3.50730 2.07997
10339 4.74658 1.85074
10340 2.29872 1.69286
10341 3.09884 1.64646
10342 -5.04237 1.56481
10343 -0.52880 1.51959
10344 -3.51805 1.43593
10345 -6.15793 0.71213
10346 -5.54523 0.67039
10347 -3.96479 0.49671
10348 -2.48506 0.49787
10349 5.22328 0.35437
10350 -3.59793 0.25338
10351 3.13457 0.17169
10352 -3.14748 -0.03684
10353 -5.76604 4.04747
10354 -5.22077 3.98876
10355 -3.72399 3.33524
10356 0.03050 3.77728
10357 -6.09368 3.72365
10358 -1.40076 4.25076
10359 1.49423 4.24315
10360 3.64107 4.25422
10361 4.94100 4.23955
10362 -3.92963 4.19091
10363 -3.60659 4.17316
10364 -0.03352 3.94909
10365 -4.92491 3.90022
10366 -2.73549 3.91547
10367 -6.36373 3.57247
10368 0.72935 3.45131
10369 2.76401 3.32926
10370 0.07452 3.29105
10371 5.69553 3.09963
10372 -6.09930 2.51694
10373 5.10630 1.93130
10374 3.43945 1.84637
10375 -2.45206 1.60724
10376 -0.93387 1.08637
10377 0.61715 1.02735
10378 -0.25735 0.82286
10379 3.90160 0.26320
10380 -0.65273 0.09370
10381 0.51248 -0.26223
10382 -3.61162 -0.37351
-99
DJI_0205 H_12.83332_8.55554
6008 1.39725 -2.53564
6019 1.86727 -2.57154
6028 0.62177 -3.19588
6040 1.77286 -4.16969
6086 0.56257 -2.81392
6096 1.07420 -3.59086
6141 0.60498 -2.58749
6142 1.12457 -2.67651
6153 -2.16997 -3.66548
6172 0.13818 -3.21444
6224 0.97995 3.18102
8592 2.95438 3.78403
8656 0.56524 2.75268
8684 -5.51718 -2.36768
8686 -4.82546 -1.87155
8689 0.15444 3.67475
8701 2.24752 4.16605
8710 -0.81088 -3.62291
8713 -0.21572 -2.43042
8735 -3.58740 -1.24830
8736 -1.37306 0.54666
8737 1.66897 3.26141
8739 -0.73343 3.46017
8740 -0.60599 3.99422
8744 4.72413 -2.62962
8746 3.88253 -2.33486
8748 3.06289 -2.97253
8752 4.07640 -1.83172
8754 4.93938 -1.62873
8756 3.93195 -2.80842
8759 3.96389 -2.22635
8761 3.50871 -2.01385
8763 3.93195 -2.80842
8769 4.91452 -2.11422
8792 4.89371 -1.34895
8794 4.36566 -0.88689
8799 -5.07626 -1.24880
8800 -5.65383 -1.01373
8817 4.84061 -3.77637
8818 3.83757 -4.18360
8825 4.50735 -3.79297
8836 5.95010 -3.74850
8840 5.11081 -3.67754
8867 2.16573 -2.12412
8890 3.71444 -1.73356
8896 5.85130 -3.82966
8901 -4.91707 -4.01466
10251 -4.55396 -3.01306
10252 2.86593 -3.79598
10253 6.30785 -3.24674
10259 -2.34338 -3.47844
10261 -3.49648 -3.20483
10262 -3.14796 -3.01814
10266 -2.82625 -3.42588
10267 -4.87041 -3.46990
10268 1.95069 -3.76881
10277 3.74792 -2.79434
10278 -5.06287 -3.88422
10279 6.26177 -1.85718
10281 5.93963 -1.72209
10285 1.10116 -2.04617
10290 1.11886 -2.39888
10292 -1.98934 -3.09705
10294 -5.16778 -3.88724
10309 5.76943 -1.42890
10315 5.79248 -0.86421
10316 5.92253 -0.91824
10317 6.34450 -1.15975
10318 3.53870 -1.45190
10319 2.48602 -1.58533
10320 -2.38697 -2.84898
10321 -5.66681 -0.49199
10322 -5.23079 -0.35603
10323 -4.83166 1.17861
10324 -5.36753 0.75727
10325 -5.67104 0.16063
10326 -5.11927 -0.49204
10329 -5.26384 1.43281
10330 -4.44830 1.38826
10331 -4.01850 1.35285
10333 -5.56467 1.19819
10334 -0.33826 1.08337
10335 -2.54565 0.90519
10336 4.58603 0.73775
10337 1.93662 0.65971
10338 3.74976 0.53489
10339 4.99211 0.30307
10340 2.54818 0.14880
10341 3.34204 0.10050
10342 -4.82883 0.04255
10343 -0.28942 -0.00735
10344 -3.29614 -0.09317
10345 -5.95807 -0.79733
10346 -5.34224 -0.84224
10347 -3.75315 -1.02793
10348 -2.26388 -1.04039
10349 5.48317 -1.20610
10350 -3.37657 -1.28331
10351 3.38867 -1.37181
10352 -2.93253 -1.56407
10353 -5.54793 2.54483
10354 -5.00174 2.48775
10355 -3.50506 1.82774
10356 0.25527 2.24963
10357 -5.87901 2.22345
10358 -1.17853 2.73228
10359 1.71925 2.71455
10360 3.86340 2.71722
10361 5.16773 2.68449
10362 -3.70067 2.68309
10363 -3.38701 2.66277
10364 0.18932 2.42126
10365 -4.70836 2.39591
10366 -2.51196 2.40408
10367 -6.15295 2.07724
10368 0.95460 1.91220
10369 3.00210 1.78690
10370 0.29939 1.76700
10371 5.91604 1.54307
10372 -5.88978 1.00781
10373 5.35761 0.38766
10374 3.67793 0.30184
10375 -2.23019 0.07558
10376 -0.70503 -0.42543
10377 0.85302 -0.51590
10378 -0.03442 -0.71069
10379 4.15291 -1.28423
10380 -0.41599 -1.44061
10381 0.76428 -1.80374
10382 -3.39594 -1.89139
10383 2.00061 4.05214
10384 -6.16534 3.70799
10385 4.05950 3.47001
10386 -6.23337 2.80273
10387 5.24032 4.12988
10388 -3.44453 2.73415
10389 5.04457 4.13345
10390 -4.49500 4.23267
10391 4.35949 4.25364
10392 -2.70856 4.10234
10393 0.95630 3.97259
10394 3.79116 3.99865
10395 -1.32120 3.87094
10396 -4.53478 3.69810
10398 -4.12669 3.32092
10399 2.25627 3.30368
10400 -3.39455 3.20894
10401 3.55384 3.19489
10402 2.98478 3.16475
10403 -3.93645 3.13473
10404 0.47307 3.11111
10405 5.78929 3.09428
10406 1.78331 3.02746
10407 3.75823 2.97290
10408 -4.02882 2.56564
10410 -6.35335 2.30813
10411 -0.00960 2.28698
10412 4.52103 2.23448
10413 1.83354 2.19824
10414 0.89795 1.83062
10415 -3.87849 0.74220
10416 4.37431 0.64163
10417 2.33025 0.57499
10418 0.64510 0.32241
10419 0.16865 -0.18211
10420 2.77746 -1.14899
10421 -3.12354 -1.28615
-99
DJI_0206 H_12.83332_8.55554
6008 1.78159 -4.06969
6019 2.25547 -4.10932
6074 2.74516 -3.85683
6141 0.97994 -4.11465
6200 1.73548 -3.80288
6224 1.37077 1.73776
8592 3.37673 2.33839
8656 0.94766 1.29465
8669 3.08664 -1.80988
8684 -5.21361 -3.84775
8685 -2.25435 -1.88096
8686 -4.51464 -3.34920
8689 0.53381 2.24933
8694 3.60190 -3.56054
8698 1.73992 -3.43880
8699 2.69363 -3.86000
8701 2.66618 2.73456
8712 4.69477 -1.39330
8713 0.15897 -3.95463
8715 -0.23505 -4.01840
8726 1.87140 2.23751
8727 2.42510 -2.22772
8728 4.90516 -0.42782
8729 4.71016 -0.40579
8730 2.17740 -1.72661
8731 1.62441 -2.04721
8732 -2.01882 -4.15685
8733 3.49819 -0.23202
8734 -0.85549 -2.11467
8735 -3.25621 -2.73708
8736 -1.01542 -0.93521
8737 2.07294 1.81660
8738 2.83421 2.85847
8739 -0.36343 2.03437
8740 -0.23949 2.57854
8744 5.14972 -4.19368
8752 4.49715 -3.37869
8759 4.37936 -3.77733
8769 5.34587 -3.67585
8771 5.83373 -3.15867
8794 4.79730 -2.44096
8799 -4.77348 -2.71488
8800 -5.35620 -2.47540
8867 2.56240 -3.66533
8890 4.13082 -3.27917
10281 6.38470 -3.28683
10290 1.50311 -3.93524
10309 6.21235 -2.98768
10315 6.23994 -2.42372
10316 6.37065 -2.46904
10318 3.95338 -2.99562
10321 -5.37319 -1.94072
10322 -4.93549 -1.80653
10323 -4.53007 -0.25397
10324 -5.07135 -0.67635
10325 -5.37989 -1.27765
10329 -4.97223 0.01235
10330 -4.14438 -0.04464
10331 -3.70501 -0.09028
10333 -5.27545 -0.22910
10341 3.76061 -1.42527
10345 -5.66549 -2.25312
10346 -5.04190 -2.30420
10349 5.92992 -2.77139
10351 3.80250 -2.90881
10353 -5.26564 1.14139
10354 -4.71297 1.08665
10355 -3.19068 0.39916
10356 0.63236 0.79680
10357 -5.59419 0.81739
10362 -3.38549 1.26760
10363 -3.06614 1.24577
10364 0.56650 0.98057
10365 -4.40880 0.98238
10366 -2.17896 0.97710
10367 -5.87296 0.67246
10368 1.35242 0.45337
10370 0.67890 0.29822
10371 6.39113 0.02303
10372 -5.59811 -0.42879
10373 5.80958 -1.15599
10374 4.10168 -1.21830
10375 -1.88554 -1.41169
10376 -0.34065 -1.90362
10377 1.23390 -2.00873
10378 0.33867 -2.21667
10379 4.57656 -2.82980
10380 -0.06074 -2.93879
10381 1.14081 -3.32108
10382 -3.05942 -3.36692
10383 2.40950 2.62211
10384 -5.89111 2.33400
10385 4.50466 2.00889
10386 -5.95489 1.40712
10387 5.70739 2.67222
10388 -3.12779 1.32365
10389 5.50566 2.67552
10390 -4.19629 2.85808
10391 4.81295 2.80394
10392 -2.37918 2.70017
10393 1.34817 2.54316
10394 4.23360 2.55021
10395 -0.96045 2.44698
10396 -4.23384 2.30745
10398 -3.81844 1.92033
10399 2.67303 1.84413
10400 -3.08684 1.80469
10401 3.98764 1.72975
10402 3.41095 1.70376
10403 -3.62306 1.72995
10404 0.85827 1.67787
10405 6.26911 1.60842
10406 2.18753 1.57098
10407 4.19435 1.49629
10408 -3.72166 1.15096
10409 0.85638 0.94345
10410 -6.08043 0.90824
10411 0.37170 0.82785
10413 2.23166 0.72119
10414 1.28533 0.34747
10415 -3.54969 -0.70027
10416 4.81358 -0.88025
10417 2.73106 -0.91650
10418 1.02770 -1.17378
10419 0.53674 -1.67937
10420 3.18676 -2.68719
10421 -2.79250 -2.76071
10422 4.29723 3.13170
10423 4.84025 3.59534
10426 5.25346 3.89165
10427 5.17099 3.27495
10428 3.66884 3.08190
10429 -5.82047 1.83374
10430 4.34177 3.34011
10431 -6.31011 2.96150
10432 -1.79365 4.26191
10433 -1.07523 4.24433
10434 -4.29929 4.18693
10435 -3.77904 4.19008
10436 0.02353 4.20591
10437 -6.21005 3.65948
10438 4.01380 3.64932
10439 -3.88939 3.57559
10441 -0.20000 3.49175
10442 -6.28306 3.35116
10444 2.45524 3.20728
10445 -4.37893 2.48706
10446 -0.40639 1.69222
10447 -4.20577 1.64423
10448 2.34463 1.34009
10449 -2.42438 1.07625
10450 0.05579 1.09111
10451 -2.68053 0.64571
10452 -0.60154 0.63285
10453 -2.39422 0.50404
10454 -0.03484 0.48989
10455 -6.38024 0.45938
10456 -1.32469 0.38616
10457 -2.54136 -0.16588
10458 -6.12196 -0.26638
10459 -1.31837 -0.31011
10460 0.24642 -0.43592
10461 -0.57719 -0.46836
10462 -3.96991 -0.50548
10463 2.91549 -0.92914
10464 -2.09582 -1.05776
10465 3.62005 -1.20244
-99
DJI_0207 H_12.83332_8.55554
6224 1.74935 0.31761
8545 0.34710 0.60756
8592 3.74870 0.91194
8656 1.33265 -0.12733
8689 0.91890 0.82912
8701 3.04084 1.30489
8726 2.25013 0.81286
8729 5.10079 -1.82520
8731 2.02343 -3.46035
8734 -0.45514 -3.51436
8735 -2.83091 -4.14606
8737 2.45132 0.39065
8738 3.20647 1.42791
8739 0.02483 0.61599
8740 0.14784 1.15347
8800 -4.92048 -3.86843
10321 -4.94373 -3.32668
10322 -4.50502 -3.19287
10323 -4.11123 -1.65386
10324 -4.64869 -2.07294
10325 -4.95120 -2.66729
10329 -4.55052 -1.38325
10330 -3.72726 -1.44894
10333 -4.85093 -1.62828
10341 4.14988 -2.85382
10345 -5.23212 -3.64577
10346 -4.61269 -3.69501
10349 6.32071 -4.20223
10353 -4.84785 -0.25937
10354 -4.29838 -0.31252
10356 1.01833 -0.61925
10357 -5.17182 -0.58321
10362 -2.97931 -0.14397
10363 -2.66156 -0.16690
10364 0.95235 -0.43894
10365 -3.99295 -0.42926
10367 -5.44654 -0.72721
10370 1.07162 -1.12068
10372 -5.16944 -1.83424
10374 4.49129 -2.65479
10379 4.96643 -4.25074
10383 2.78323 1.19614
10384 -5.46735 0.92664
10385 4.87621 0.57923
10386 -5.52669 -0.00088
10387 6.07237 1.23587
10388 -2.71896 -0.08341
10389 5.87198 1.23857
10390 -3.79119 1.44368
10391 5.18443 1.36808
10393 1.72676 1.11458
10394 4.60488 1.11793
10395 -0.56592 1.01873
10396 -3.82157 0.89557
10397 5.25718 0.47639
10398 -3.41083 0.50887
10399 3.05629 0.40554
10400 -2.67950 0.38835
10401 4.36429 0.30046
10402 3.79033 0.27472
10403 -3.21522 0.31851
10404 1.24401 0.25422
10406 2.56913 0.14483
10407 4.56889 0.06169
10408 -3.30906 -0.25872
10409 1.24626 -0.47834
10410 -5.65390 -0.49300
10411 0.76384 -0.59013
10412 5.34081 -0.69155
10413 2.61623 -0.70100
10414 1.67640 -1.08025
10416 5.19092 -2.31302
10417 3.12294 -2.33877
10418 1.42259 -2.59499
10419 0.94138 -3.09110
10420 3.58383 -4.11024
10421 -2.37137 -4.16708
10422 4.66389 1.69766
10423 5.20560 2.15815
10424 3.57924 1.97459
10425 -5.84182 2.19405
10426 5.61916 2.44920
10427 5.53824 1.83810
10428 4.04709 1.64171
10429 -5.40137 0.42618
10430 4.70650 1.90646
10431 -5.88424 1.54937
10432 -1.41319 2.83974
10433 -0.69172 2.80502
10434 -3.89470 2.76551
10435 -3.38040 2.76967
10436 0.40522 2.77029
10437 -5.79699 2.24697
10438 4.38722 2.21934
10439 -3.48479 2.15013
10440 4.46473 2.11829
10441 0.18246 2.06399
10442 -5.86200 1.94133
10443 2.54030 1.87951
10444 2.82828 1.77178
10445 -3.97017 1.07089
10446 -0.01768 0.27514
10447 -3.80026 0.23195
10448 2.72602 -0.08785
10449 -2.02424 -0.33178
10450 0.44621 -0.32922
10451 -2.27650 -0.76729
10452 -0.19971 -0.78038
10453 -1.98761 -0.90677
10454 0.35984 -0.92517
10455 -5.95068 -0.93970
10456 -0.92008 -1.02697
10457 -2.13085 -1.58564
10458 -5.69125 -1.66921
10459 -0.90894 -1.73324
10460 0.64365 -1.85219
10461 -0.18080 -1.88731
10462 -3.54108 -1.91358
10463 3.31074 -2.35368
10464 -1.68674 -2.47514
10465 4.00849 -2.63831
10466 -5.87934 4.19724
10467 -5.79531 3.55916
10468 -5.48762 2.63591
10469 -6.34541 4.17915
10470 3.30198 4.25987
10471 1.01517 4.24463
10472 4.69719 4.22480
10473 -2.03978 4.19792
10474 0.15993 4.22155
10475 2.17380 4.15673
10476 -1.14794 3.85676
10477 -3.59960 3.80721
10478 4.78555 3.65629
10479 5.43230 3.64889
10480 -3.94966 3.45465
10481 -2.72942 3.36143
10482 2.95068 3.31248
10483 -6.03257 2.52225
10484 -3.66452 2.53454
10485 -3.84607 2.46045
10486 0.02121 2.46244
10487 -2.42794 1.96438
10488 -6.07116 1.60260
10489 0.93787 1.22724
10490 -1.98148 1.11810
10491 -0.14778 0.81806
10492 -6.16854 0.64854
10493 -1.58110 0.56515
10494 4.45043 -0.27653
10495 5.16588 -0.27652
10496 2.45899 -0.44204
10497 5.20389 -1.52903
10498 1.09597 -1.66729
-99
DJI_0208 H_12.83332_8.55554
8534 2.33295 -0.59338
8536 1.19591 -1.14303
8539 1.47441 -1.16227
8545 0.75089 -0.94521
8557 1.76796 -0.61597
8592 4.15917 -0.66474
8595 2.59446 -1.54881
8656 1.74546 -1.70025
8689 1.32525 -0.72786
8701 3.45278 -0.26877
8726 2.66431 -0.75385
8737 2.86279 -1.18236
8738 3.61315 -0.14756
8739 0.42512 -0.94026
8740 0.55545 -0.41427
10323 -3.71191 -3.19152
10329 -4.15403 -2.91356
10333 -4.45358 -3.16309
10353 -4.44760 -1.78863
10354 -3.90210 -1.83436
10357 -4.77316 -2.11104
10362 -2.58063 -1.68587
10365 -3.59347 -1.96487
10367 -5.05361 -2.24923
10383 3.19234 -0.37450
10384 -5.06762 -0.59178
10385 5.29611 -1.00858
10386 -5.13351 -1.52055
10388 -2.31391 -1.62251
10389 6.28246 -0.35680
10390 -3.39092 -0.08536
10391 5.60753 -0.22389
10393 2.13817 -0.45352
10394 5.01944 -0.46448
10396 -3.42082 -0.63894
10397 5.67651 -1.12315
10398 -3.00509 -1.02541
10399 3.46885 -1.17729
10400 -2.27619 -1.15121
10401 4.78162 -1.28620
10402 4.20544 -1.30991
10403 -2.81646 -1.21903
10404 1.64982 -1.30654
10406 2.98071 -1.43264
10408 -2.91159 -1.80193
10409 1.65732 -2.05144
10410 -5.25860 -2.01375
10411 1.17037 -2.15842
10422 5.07483 0.11559
10423 5.61962 0.57182
10424 3.99121 0.39391
10425 -5.44368 0.68403
10426 6.03459 0.86107
10427 5.95209 0.24926
10428 4.45062 0.06119
10429 -5.00308 -1.09596
10430 5.11883 0.32480
10431 -5.49065 0.03642
10434 -3.49432 1.24056
10436 0.80743 1.21787
10437 -5.39733 0.73058
10438 4.80005 0.63440
10439 -3.08888 0.62332
10440 4.87520 0.53418
10441 0.58705 0.50737
10442 -5.46453 0.42984
10443 2.95083 0.30570
10444 3.23844 0.19850
10445 -3.56913 -0.46133
10446 0.39027 -1.26776
10447 -3.40155 -1.30143
10448 3.14118 -1.66554
10449 -1.62365 -1.87624
10450 0.85560 -1.89449
10451 -1.87600 -2.31594
10452 0.20753 -2.34466
10453 -1.58305 -2.45785
10454 0.76967 -2.49354
10455 -5.55340 -2.46462
10456 -0.51488 -2.58841
10457 -1.72501 -3.14126
10458 -5.29063 -3.20799
10459 -0.49815 -3.30123
10460 1.05311 -3.43126
10463 3.72548 -3.95207
10464 -1.28562 -4.04290
10465 4.43981 -4.23602
10466 -5.47580 2.68684
10467 -5.39536 2.04624
10468 -5.08667 1.11747
10469 -5.94309 2.66980
10470 3.72044 2.69093
10471 1.41974 2.69938
10472 5.11269 2.64279
10473 -1.63117 2.67204
10474 0.57029 2.66171
10475 2.58213 2.58940
10476 -0.74053 2.30346
10477 -3.19958 2.28020
10478 5.19627 2.06568
10479 5.83824 2.06578
10480 -3.54986 1.92276
10481 -2.32954 1.82682
10482 3.35754 1.73689
10483 -5.63172 1.01215
10484 -3.26524 1.00995
10485 -3.44551 0.93436
10486 0.42896 0.90823
10487 -2.01186 0.42798
10488 -5.67025 0.08722
10489 1.34618 -0.33461
10490 -1.58039 -0.43595
10491 0.25763 -0.73699
10492 -5.77079 -0.87867
10493 -1.17663 -0.98514
10494 4.86300 -1.87055
10495 5.57488 -1.87210
10496 2.87607 -2.03271
10497 5.63546 -3.13552
10498 1.51619 -3.24632
10499 -4.16018 3.11013
10500 -6.20883 -1.39992
10501 -6.32286 0.22767
10502 -5.34911 3.36622
10503 -5.34395 3.81212
10504 -5.65614 4.12852
10505 -5.95944 4.01352
10506 1.64118 4.26489
10507 -5.24308 4.22476
10508 4.39948 4.23321
10509 0.62591 4.19081
10510 2.60698 4.19485
10511 -1.13645 4.13169
10512 5.65160 4.04571
10513 -1.58313 4.02505
10514 -3.26842 3.88149
10515 -6.35868 3.77516
10516 -4.60638 3.57027
10517 -3.73780 3.42508
10518 1.13388 3.23981
10519 5.82116 3.25739
10520 2.44508 3.20517
10521 0.06282 3.11717
10522 -3.28144 3.06652
10523 -5.09625 3.00651
10524 -0.60833 3.02263
10525 -3.50052 2.64181
10526 -4.91400 2.61666
10527 -3.40598 2.22536
10528 -6.38907 2.21942
10529 5.73788 2.06983
10530 -6.01235 1.97332
10531 -0.00521 1.62015
10532 1.56454 1.45927
10533 -2.57764 1.32172
10534 -6.38800 1.06831
10535 -3.54338 0.93137
10536 -3.32461 0.88824
10537 -0.57868 -0.49103
10538 3.53996 -1.61097
10539 5.05384 -1.60865
-99
DJI_0209 H_12.83332_8.55554
8545 1.13327 -2.34835
8592 4.52373 -2.11597
8656 2.11603 -3.11792
8689 1.70583 -2.13939
8701 3.82151 -1.71282
8737 3.22955 -2.61795
8738 3.98782 -1.60202
10354 -3.50745 -3.17156
10362 -2.18941 -3.04786
10367 -4.65075 -3.57199
10383 3.56482 -1.81369
10384 -4.66193 -1.92300
10385 5.65628 -2.47373
10388 -1.91649 -2.98466
10391 5.97593 -1.70308
10393 2.51861 -1.88311
10394 5.38258 -1.92828
10396 -3.01857 -1.99292
10397 6.03520 -2.59973
10398 -2.60761 -2.38574
10399 3.83647 -2.63106
10402 4.56699 -2.76254
10403 -2.41819 -2.58215
10404 2.02273 -2.72386
10406 3.34558 -2.86732
10408 -2.51604 -3.15805
10409 2.02618 -3.46939
10410 -4.85615 -3.33597
10411 1.54105 -3.57123
10422 5.43733 -1.35129
10423 5.99344 -0.90366
10424 4.36803 -1.06378
10425 -5.02547 -0.64476
10427 6.31978 -1.23025
10428 4.81457 -1.39763
10429 -4.59869 -2.43161
10430 5.48727 -1.14285
10431 -5.07426 -1.28853
10437 -4.98067 -0.60195
10438 5.17645 -0.83619
10439 -2.67733 -0.74952
10440 5.24870 -0.93559
10442 -5.04600 -0.89749
10443 3.33045 -1.13795
10444 3.62547 -1.25143
10445 -3.16286 -1.81683
10446 0.76246 -2.66381
10447 -3.00645 -2.65721
10448 3.50340 -3.10280
10449 -1.23745 -3.24897
10450 1.22846 -3.30380
10451 -1.49121 -3.68304
10452 0.58217 -3.74315
10453 -1.19901 -3.83092
10455 -5.15130 -3.78227
10456 -0.13889 -3.97647
10466 -5.04841 1.34808
10467 -4.96927 0.71271
10468 -4.66841 -0.22245
10469 -5.50911 1.33849
10476 -0.34646 0.90083
10477 -2.78694 0.91104
10480 -3.13476 0.56055
10482 3.74605 0.28291
10483 -5.21132 -0.31572
10484 -2.85360 -0.35362
10485 -3.03377 -0.42544
10486 0.82117 -0.50426
10487 -1.61236 -0.94537
10488 -5.25436 -1.24045
10489 1.72667 -1.75371
10490 -1.18537 -1.81043
10491 0.64474 -2.14541
10492 -5.35220 -2.21473
10493 -0.78781 -2.37046
10496 3.23926 -3.47952
10499 -3.73553 1.75419
10500 -5.79765 -2.71414
10501 -5.90255 -1.09304
10502 -4.91614 2.02388
10503 -4.91138 2.47022
10504 -5.22028 2.78968
10505 -5.52019 2.67780
10506 2.05156 2.83287
10507 -4.80495 2.87905
10508 4.80642 2.75934
10509 1.04187 2.76748
10510 3.01087 2.74556
10511 -0.71897 2.73081
10512 6.04763 2.57124
10513 -1.15488 2.63141
10514 -2.84780 2.51589
10515 -5.92248 2.44498
10516 -4.17696 2.21832
10517 -3.31152 2.06162
10518 1.53388 1.80532
10519 6.20428 1.76874
10520 2.84856 1.76148
10521 0.45745 1.71294
10522 -2.86067 1.69953
10523 -4.66707 1.66175
10524 -0.19794 1.61647
10525 -3.08239 1.27446
10526 -4.48878 1.27284
10527 -2.98676 0.85853
10528 -5.95876 0.89413
10529 6.11481 0.57844
10530 -5.58175 0.64330
10531 0.39080 0.21631
10532 1.95552 0.02868
10533 -2.16555 -0.03968
10534 -5.96139 -0.25081
10535 -3.12754 -0.42879
10536 -2.90991 -0.47970
10537 -0.19659 -1.87284
10538 3.90311 -3.05574
10539 5.40598 -3.08050
10540 -6.31034 3.12574
10541 4.14766 4.22450
10542 2.35659 3.88168
10543 3.01458 3.87012
10544 5.15989 4.11914
10545 -6.25171 3.68667
10546 1.42916 3.40672
10547 3.03716 3.45356
10548 2.83764 3.54685
10549 5.12580 4.07455
10550 -6.39442 0.76802
10551 -4.60578 -0.12938
10552 4.46644 4.22058
10553 1.74442 3.08390
10554 0.07474 3.17765
10555 2.97754 4.18790
10556 3.61544 3.92345
10557 0.61628 3.64931
10558 2.75908 3.41131
10559 1.81014 2.92103
10560 2.82616 3.25391
10561 3.66332 3.16207
